Age,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Sleep Hours,Daily Calories Intake,Resting Heart Rate (bpm),BMI,Calories Burned per Minute,Steps per Minute,Steps per Km,Workout Type_Cardio,Workout Type_Cycling,Workout Type_HIIT,Workout Type_Running,Workout Type_Strength,Workout Type_Yoga,Workout Intensity_High,Workout Intensity_Low,Workout Intensity_Medium,Mood Before Workout_Happy,Mood Before Workout_Neutral,Mood Before Workout_Stressed,Mood Before Workout_Tired,Mood After Workout_Energized,Mood After Workout_Fatigued,Mood After Workout_Neutral,Cluster
38.0,64.0,556.5393479433992,129.0,10487.037521664935,7.881784378838715,6.999999999999999,2752.53166171091,69.0,27.766352278034507,8.688795880730725,162.8011793803037,1342.1361870749508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,563.2673163713006,129.0,10777.811537170368,7.811044590809294,6.8999999999999995,2761.7458723831546,69.0,27.677897336254183,8.77284651879261,167.10178286022014,1378.3246988167746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,549.0754209156673,129.0,10308.889700788053,7.85788502921566,6.999999999999999,2749.9741601874725,70.0,27.77144617251693,8.586139093100103,160.41629456861367,1332.408885997739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,563.5920896072137,129.0,10786.98062678032,7.811976431523377,6.8999999999999995,2761.8390523635603,69.0,27.677368650971513,8.776957685952954,167.18651814960947,1378.6570454104394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,558.1240977373812,129.0,10520.274959522583,7.895236301520437,6.999999999999999,2753.006978514334,69.0,27.765972210658237,8.711211808260455,163.441199169464,1343.711031592712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,554.9950633757127,130.0,10525.152054421173,7.778913225529455,6.8999999999999995,2755.720903295045,69.0,27.71013428684507,8.64182198676087,163.23938194150284,1360.6953990701734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,562.7706889512446,129.0,10761.86509443781,7.809986686404504,6.8999999999999995,2761.5823964306355,69.0,27.679302450557774,8.767720010901495,166.9713454964572,1377.669352716019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,548.9622447599537,129.0,10301.903000528197,7.864540335531922,6.999999999999999,2749.5495032711715,70.0,27.77428193594988,8.586970924598377,160.2982107620523,1331.4254776509667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,66.0,544.4184977789748,130.0,10304.65533279732,7.747825050798899,6.977777537596265,2752.386419001092,70.0,27.734293171725007,8.505982269436128,160.1009631790882,1343.8612681863078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,559.1412272641035,129.0,10528.76615331327,7.91,6.999999999999999,2752.9583488300077,69.0,27.768132522406212,8.726967442570247,163.6836691575788,1343.3710366674786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.18826665913826,551.5950051578461,129.0,10264.647938349579,7.957997482607299,6.999999999999999,2745.430282284193,70.0,27.843830001744358,8.646608258619349,160.15132818067215,1317.6996722291162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,558.8443705796759,129.0,10525.30524850349,7.91,6.999999999999999,2752.9096894745708,69.0,27.7679832985687,8.722229162329574,163.55436373595575,1343.2439865781098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,66.0,544.0331267104195,130.0,10289.052680984425,7.7516810261223625,6.999999999999999,2751.881796150883,70.0,27.737327694236942,8.503123417737303,159.9127822573675,1341.8497033532217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,66.0,544.0,130.0,10291.237686316475,7.744668809710889,6.977752815849675,2752.202710067574,70.0,27.734283528058487,8.495260091438082,159.90443264242745,1343.3305699798047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,65.0,546.6672159422207,129.35970056986997,10249.514051126742,7.860365548787138,6.999999999999999,2748.7559147612137,70.0,27.776179093403186,8.564093609084923,159.57415466652006,1329.1708204969436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.41714925261778,550.7869350992205,129.0,10242.848943740879,7.961052914898769,7.01435448134546,2744.587276180779,70.0,27.851608947955807,8.63954193688608,159.89696918913336,1314.9054219488871,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
39.0,65.0,555.0,130.0,10537.787933482354,7.778390536499382,6.8999999999999995,2756.178543113071,69.0,27.703504536332787,8.649085649984533,163.4925365152806,1362.6508220783633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,557.4443189768024,129.0,10496.94502869403,7.883106680881138,6.999999999999999,2752.68583852442,69.0,27.76596703072726,8.694321471891339,162.98604082235434,1342.7821680905126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,563.4001358476254,129.0,10787.022495327183,7.806868922096516,6.8999999999999995,2761.9520501072993,69.0,27.67290411812948,8.773410685335895,167.17392937383693,1379.1452218630468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,563.6494599337833,129.0,10776.42136380642,7.818811772431315,6.8999999999999995,2761.480697928482,69.0,27.68700218216175,8.780325049083162,167.11512967977475,1377.013136039884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,563.0582383653513,129.0,10769.735846501722,7.811525366700788,6.8999999999999995,2761.625167492269,69.0,27.67996349840461,8.770945963474437,167.03532136014962,1377.807837406184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,65.0,549.333740718078,129.0,10306.828965730092,7.865193787275284,6.999999999999999,2749.679207090342,70.0,27.77396595251542,8.592022991782423,160.39867772874908,1331.69027332387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,557.5688856050059,129.0,10498.255583853854,7.883283094509843,6.999999999999999,2752.7072660140434,69.0,27.765912429506578,8.695057405078291,163.01237610093824,1342.8492130898856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,65.0,547.0352074161472,129.0,10248.260085418015,7.868087512937582,6.999999999999999,2748.4868904594264,70.0,27.776799892704535,8.569341536529903,159.5950508951396,1327.4050287803116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,65.0,546.9872561045157,129.23563715249128,10255.965797276418,7.861206731318805,6.999999999999999,2748.852032583035,70.0,27.776018033339803,8.567328146010816,159.74910724219401,1329.5074246210286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,65.0,546.4757214369906,129.41947690887392,10245.346421130474,7.860104381385567,6.999999999999999,2748.6847959275765,70.0,27.776372246345268,8.561771574376616,159.46301038530066,1328.7844334560432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,65.0,548.262320518882,129.19192562239252,10295.871352114067,7.857011392369914,6.999999999999999,2749.658993810594,70.0,27.77236025109766,8.577170350944032,160.20500493173105,1331.7559972452186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,65.0,555.0,130.0,10531.461177413554,7.778674431830491,6.8999999999999995,2755.9029340417865,69.0,27.706870922157922,8.645429754504125,163.37824340305394,1361.3939060478083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,65.0,548.7244623387109,129.02657856592313,10303.653853934873,7.8579950261417615,6.999999999999999,2749.810757331901,70.0,27.772035385296544,8.58241743782726,160.30953126001594,1332.062930970265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,66.0,544.3430655709634,130.0,10298.541227380367,7.751585959799654,6.999999999999999,2752.0325360845313,70.0,27.73674743559312,8.507156976066046,160.00682843575302,1342.5789928744257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.42556706358998,550.7644854779423,129.0,10242.373994278507,7.961011748055843,7.014872861810007,2744.573604928013,70.0,27.851677942637224,8.639319029709327,159.89087922656765,1314.8729366586729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,558.6248380539515,129.0,10527.387470114576,7.897903220525533,6.999999999999999,2753.170586719594,69.0,27.765599603244176,8.716707642035466,163.5817329638352,1344.2188636231185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,65.0,555.0,130.0,10544.043442510034,7.758042318037189,6.8999999999999995,2757.1629034615808,69.0,27.692860074873316,8.643888519044197,163.55506552205935,1366.1876589121796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
38.0,64.0,558.8485323889965,129.0,10525.37320832847,7.91,6.999999999999999,2752.9116150130985,69.0,27.76797586973971,8.722286742543922,163.5555638977181,1343.250244092843,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,64.0,563.401299567278,129.0,10787.061053327916,7.80686935121113,6.8999999999999995,2761.952559539323,69.0,27.672897234115513,8.773422070552973,167.17430451002204,1379.1470558579863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
39.0,65.0,554.966986505788,130.0,10524.317077378246,7.779584796573445,6.8999999999999995,2755.6838307389953,69.0,27.71120653738522,8.641675123759063,163.21780715134855,1360.5434460922045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.3807562764287,550.922978593035,129.0,10246.622135403006,7.960604929894814,7.0034650897472455,2744.739339824431,70.0,27.85014632921435,8.64070395280243,159.9427700104921,1315.2914553636206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,557.7817362905237,129.0,10503.421729362324,7.879867829271474,6.999999999999999,2752.880244023512,69.0,27.764774934452362,8.695533730943442,163.10564472376885,1343.4547129954678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,555.0,130.0,10548.184466246023,7.758668645451616,6.8999999999999995,2757.2683536930886,69.0,27.692577434168218,8.645452065207335,163.63343208961066,1366.3994631869805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,559.050933106569,129.0,10536.13728790202,7.8921043312359895,6.999999999999999,2753.493473437645,69.0,27.763876132934566,8.721612597934596,163.88950160491086,1346.4214770053065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38.0,65.0,546.9095036626827,129.41227806446102,10257.577471635701,7.858548534212173,6.999999999999999,2748.966559587033,70.0,27.775076441340715,8.566064238751322,159.7720906830488,1329.8994923220298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,66.0,544.0,130.0,10294.64088901461,7.745486405267059,6.979883350222768,2752.2284135907457,70.0,27.734363835098474,8.497379039078718,159.94113699598105,1343.397174448552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,554.6180092184846,130.0,10519.356430876234,7.778432175438464,6.8999999999999995,2755.5695536301787,69.0,27.712402912797558,8.63818093890258,163.07229998390966,1360.125195313574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,66.0,544.4151874150006,130.0,10307.356581215781,7.744389833613443,6.939750643386635,2752.577986696228,70.0,27.73289069534385,8.504621826817393,160.13717309926633,1344.551486673099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,65.0,546.6709364144318,129.0,10240.788216069373,7.867235403692395,6.999999999999999,2748.3715713971383,70.0,27.776810525378018,8.566151249437734,159.3931122135246,1326.7934863458077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,65.0,549.3868598683548,129.0,10317.399029728613,7.856149609157422,6.999999999999999,2750.2111886938574,70.0,27.77026536664759,8.588987918542989,160.53381442174245,1333.3986568388884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,65.0,555.0,130.0,10553.066542701967,7.759865181280607,6.8999999999999995,2757.3781966811825,69.0,27.69241478018537,8.647474524659408,163.7334664402593,1366.612992925829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,65.0,546.7764011506747,129.49411152139007,10255.511027027655,7.8576922423024085,6.999999999999999,2748.955041616522,70.0,27.774941013555697,8.564472935078276,159.71284456151108,1329.881146196413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,64.0,558.0,129.0,10508.691269711462,7.878356644147596,6.999999999999999,2753.015799461662,69.0,27.76405128075512,8.697222763720939,163.207466282192,1343.913743924766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,557.9071124746745,129.0,10503.277364159996,7.881806081489873,6.999999999999999,2752.8372120702925,69.0,27.765214637516667,8.696644512576796,163.10928515607483,1343.2896256063248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,64.0,562.9303294997893,129.0,10767.343291931116,7.810317222951646,6.8999999999999995,2761.635733870587,69.0,27.678828362570798,8.769363999048867,167.013450257898,1377.8836756200178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
38.0,64.0,557.1533127256766,129.0,10495.16755006325,7.881064203931595,6.999999999999999,2752.695597499561,69.0,27.7656365463811,8.692259550016928,162.94569110632543,1342.8408931060192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,554.6199182911214,130.0,10519.312819606259,7.778562537526652,6.8999999999999995,2755.5656537389336,69.0,27.712554785462665,8.63822184606413,163.0714942448611,1360.1082810957614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,66.0,544.0265236064188,130.0,10288.99585358917,7.751642404032338,6.999999999999999,2751.88365563573,70.0,27.73730307817846,8.503018684130186,159.91192940234066,1341.8612040227265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,66.0,544.5799898951327,130.0,10309.317489002064,7.744960649168965,6.938926096862147,2752.619752663337,70.0,27.732862071535617,8.50704196704077,160.17208240220066,1344.693799303822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,65.0,548.4468623866821,129.2152115659505,10301.252251006326,7.855908215355063,6.999999999999999,2749.8036527719196,70.0,27.771632633854374,8.578806432934172,160.26287014815006,1332.0755830889273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,65.0,549.0264950492995,129.11527666658216,10310.207266076208,7.855342201441254,6.999999999999999,2750.09512165548,70.0,27.770505889586236,8.584835040526665,160.43487293589217,1332.9146123582248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,66.0,544.4516997150226,130.0,10305.732392016846,7.747088043612108,6.968144238286503,2752.442713972295,70.0,27.73393825404807,8.506143394596446,160.11718149156272,1344.0585566085174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,555.0,130.0,10548.205372840568,7.758949021209653,6.8999999999999995,2757.2601247629314,69.0,27.692679220603274,8.64556833388284,163.63476297887388,1366.3786403187628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.0,559.2101053186437,129.0,10537.626957615734,7.895013439766859,6.999999999999999,2753.4985574431926,69.0,27.7641170046369,8.724302746015741,163.9525855708056,1346.4011243600307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,65.0,555.0,130.0,10534.296251757336,7.775948472177471,6.8999999999999995,2756.079972816676,69.0,27.70274778532593,8.645743115444965,163.42402579145443,1362.3808706221794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,65.0,555.0,130.0,10535.112066292686,7.775222918346635,6.8999999999999995,2756.1564228474904,69.0,27.701620540985928,8.64586329706266,163.437323113643,1362.6635471918942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,65.0,554.3109554139985,130.0,10513.340866861927,7.778932651427633,6.8999999999999995,2755.4137578877207,69.15290431629278,27.71538971164294,8.6347162640329,162.92471621481945,1359.5227433023063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.19147780405117,551.5899973166709,129.0,10264.623173709035,7.957851879111368,6.999999999999999,2745.4335462767294,70.0,27.84375011617438,8.646541315341938,160.15086572889035,1317.7135912875362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
39.0,66.0,544.1527423886135,130.0,10302.440768867262,7.74572083959528,6.965954243492985,2752.3855891197604,70.0,27.73385424718621,8.501850289161005,160.05020371506802,1343.901380872624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
39.0,65.0,555.0,130.0,10538.905896168773,7.777473441432503,6.8999999999999995,2756.2801269955035,69.0,27.70203744955697,8.649289696627816,163.51092009866366,1363.025115860367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,64.02322032123134,551.5189127426389,129.0,10251.020630059622,7.968094775242978,7.060770488908699,2744.467701912812,70.0,27.857871733722128,8.648352663706834,160.0228356610557,1314.4186432872964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
38.0,64.0,563.2745797652238,129.0,10779.105481140165,7.810469034962227,6.8999999999999995,2761.781466712992,69.0,27.676933059274532,8.772756580737244,167.11108100140729,1378.4833510978867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
39.0,65.0,555.0,130.0,10539.999643220148,7.7594175245863966,6.8999999999999995,2756.9408471949923,69.0,27.694107655948795,8.642545771472296,163.50043025431398,1365.6988740909303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
38.0,65.0,548.8413631257964,129.0,10299.78627899687,7.864969750711634,6.999999999999999,2749.471222323978,70.0,27.774641361981757,8.585809241351985,160.26346783515433,1331.254757280889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,64.0,562.7711491987553,129.0,10761.973757343081,7.80990031260305,6.8999999999999995,2761.585029272389,69.0,27.679230622152,8.767712437126022,166.97201870690827,1377.6814846396817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
39.0,66.0,544.112555659497,130.0,10302.735043914732,7.744616662774669,6.955432750680311,2752.4296341958343,70.0,27.733465776808995,8.501019834958768,160.05244034556716,1344.066469482052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,558.2690472085384,129.0,10523.129596859908,7.893772373964543,6.999999999999999,2753.105236135021,69.0,27.765474604581037,8.712534114477496,163.4898489118485,1344.0412765433907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,65.0,555.0,130.0,10527.873792642966,7.781905212752818,6.8999999999999995,2755.7349794016704,69.0,27.711851873137928,8.644942079220694,163.32046744908365,1360.7025677570916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
39.0,66.0,544.0,130.0,10285.593019175152,7.745661929371544,6.994748451753373,2752.0854898356506,70.0,27.734908843179642,8.494005508479724,159.85137345990995,1342.9307802686596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
38.0,64.0,563.3557786289725,129.0,10768.867733574552,7.817392448542499,6.8999999999999995,2761.4288401725885,69.0,27.68673892274514,8.775881181673615,167.0479695312513,1376.8337304259153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
